,id,rank,Country,Continent,Infection_Risk,Case_Fatality_Rate,Test_Percentage,Recovery_Proporation,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,TotalTests,Population,one_Caseevery_X_ppl,one_Deathevery_X_ppl,one_Testevery_X_ppl,Deaths_1M_pop,Serious_Critical,Tests_1M_Pop,TotCases_1M_Pop
105,c0e96d03-21df-42c0-a932-ec088d305cba,104,Uzbekistan,Asia,0.69,0.69,4.02,99.04,237542,9,1637,0,235265,41,640,1377915,34304898,144,20956,25,48.0,23,40167,6924.0
106,e4a3c6fe-8601-48ca-b352-666fda42efef,105,Montenegro,Europe,37.03,1.16,191.58,98.56,232626,65,2698,0,229269,113,659,1203523,628203,3,233,1,4295.0,6,1915819,370304.0
107,11b1c43d-0f5c-4503-855a-6bc5588790e2,106,Mozambique,Africa,0.69,0.98,3.94,98.59,225231,8,2200,0,222055,10,976,1292315,32763034,145,14892,25,67.0,13,39444,6875.0
108,a1f7abfd-5e25-4c08-955a-c61a8ad19665,107,Luxembourg,Europe,32.36,0.49,643.66,91.17,208223,2179,1025,2,189841,1172,17357,4142082,643522,3,628,0,1593.0,3,6436582,323568.0
109,a173c7c0-6c68-4505-a21e-303b977f4432,108,Kyrgyzstan,Asia,2.99,1.49,28.42,97.65,200857,10,2983,1,196143,14,1731,1907195,6709625,33,2249,4,445.0,131,284248,29936.0
110,4fd8c9f5-b433-4ae4-b8a0-3b04a1841304,109,Iceland,Europe,51.7,0.05,542.24,42.43,178385,831,97,2,75685,0,102603,1871047,345060,2,3557,0,281.0,3,5422382,516968.0
111,a22a19dd-cd37-4b17-bb78-214d939dcba6,110,Afghanistan,Asia,0.44,4.32,2.26,90.46,177321,0,7657,0,160402,0,9262,914608,40438174,228,5281,44,189.0,1124,22617,4385.0
112,3aae6f72-2cd7-423d-9e01-c89c936d9d98,111,Maldives,Asia,31.36,0.17,397.5,93.72,174658,0,297,0,163687,0,10674,2213831,556944,3,1875,0,533.0,25,3974962,313601.0
113,a07df09d-690a-4ca7-8d76-0b01a071ea51,112,Laos,Asia,2.2,0.4,13.58,4.67,164078,2212,654,2,7660,0,155764,1012890,7457452,45,11403,7,88.0,0,135823,22002.0
114,38c9ecad-032b-490b-b53d-3926970e07e3,113,Uganda,Africa,0.34,2.19,5.26,61.14,163830,13,3595,0,100163,6,60072,2538717,48227562,294,13415,19,75.0,7,52640,3397.0
115,0eabfcba-af61-47f8-9054-217d94a00c7d,114,El Salvador,North America,2.46,2.56,28.24,87.64,161052,0,4115,0,141145,0,15792,1847861,6542607,41,1590,4,629.0,45,282435,24616.0
116,45d2c117-d4d7-4ad4-92c2-a18419a2ac40,115,Ghana,Africa,0.5,0.9,7.46,99.05,160894,0,1445,0,159359,0,90,2401739,32190054,200,22277,13,45.0,1,74611,4998.0
117,30371056-ab76-408a-ab94-6e90ea8d6727,116,Namibia,Africa,6.01,2.55,37.34,97.15,157566,0,4017,0,153069,0,480,978352,2620170,17,652,3,1533.0,3,373393,60136.0
118,b191f56d-eaf8-4a97-b1d3-e220e20aa686,117,Martinique,North America,37.73,0.64,215.59,0.07,141415,0,909,0,104,0,140402,807954,374763,3,412,0,2426.0,8,2155907,377345.0
119,b1c7dda7-4fd3-4c84-9385-4a67aae6d0af,118,Trinidad and Tobago,North America,9.7,2.73,47.36,90.18,136561,341,3729,2,123155,0,9677,666494,1407298,10,377,2,2650.0,18,473598,97038.0
120,f01f73fb-71ea-4624-b07e-e86ac91bc8aa,119,Cambodia,Asia,0.79,2.26,17.05,97.02,135344,59,3054,0,131313,97,977,2919136,17117618,126,5605,6,178.0,0,170534,7907.0
121,30ac458c-b000-48f2-abc7-7c4c1c3e590c,120,Guadeloupe,North America,32.66,0.64,234.37,1.72,130705,0,843,0,2250,0,127612,938039,400242,3,475,0,2106.0,19,2343680,326565.0
122,c784559e-003a-490b-9753-4b23ee5fdb39,121,Brunei,Asia,29.2,0.15,161.41,92.86,129837,756,200,0,120561,1581,9076,717784,444697,3,2223,1,450.0,10,1614097,291967.0
123,1f86fa0e-6fd9-4730-87fd-0ddbc0f36c5a,122,Rwanda,Africa,0.96,1.12,37.49,35.1,129706,1,1458,0,45522,0,82726,5063326,13505082,104,9263,3,108.0,0,374920,9604.0
124,6441ca62-ed56-432f-b0c0-3024122e2588,123,Jamaica,North America,4.31,2.23,30.43,62.6,128607,0,2874,0,80504,0,45229,907881,2983441,23,1038,3,963.0,25,304307,43107.0
125,34f83a43-85ad-481a-a2ee-85187b17353c,124,Cameroon,Africa,0.43,1.61,6.33,98.25,119544,0,1927,0,117455,0,162,1751774,27683695,232,14366,16,70.0,13,63278,4318.0
126,b50812db-56f1-447e-968b-526934c83624,125,Angola,Africa,0.29,1.92,4.3,97.93,99081,0,1900,0,97034,0,147,1487871,34626147,349,18224,23,55.0,0,42970,2861.0
127,cd1dfb64-b4f2-4661-b570-66a98c26eeb1,126,DRC,Africa,0.09,1.54,0.9,58.8,86611,13,1335,0,50930,0,34346,846704,94248614,1088,70598,111,14.0,0,8984,919.0
128,35347f67-6496-45b8-b013-622e97792c33,127,Senegal,Africa,0.49,2.29,5.93,97.67,85854,12,1964,0,83854,9,36,1037803,17503653,204,8912,17,112.0,1,59291,4905.0
129,b7cb925f-fc60-4ed0-b0d8-fd0a77dae164,128,Malawi,Africa,0.43,3.07,2.8,91.89,85596,10,2626,0,78653,90,4317,559340,19981103,233,7609,36,131.0,67,27993,4284.0
130,bbfdfb8a-1a86-4ad2-a36c-38f6c9cbf0c4,129,Ivory Coast,Africa,0.3,0.97,5.32,98.99,81680,0,796,0,80854,0,30,1462170,27503052,337,34552,19,29.0,0,53164,2970.0
131,93bf229f-1445-4ce5-aa0a-63c907479092,130,Suriname,South America,13.28,1.67,39.41,62.41,79112,12,1324,0,49374,2,28414,234738,595690,8,450,3,2223.0,0,394061,132807.0
132,80ba148c-004a-40fa-8304-1b4195fc4a28,131,French Guiana,South America,25.21,0.5,195.27,14.31,78649,0,394,0,11254,0,67001,609252,312012,4,792,1,1263.0,4,1952656,252070.0
133,90d0759a-ecb8-4dd3-9312-e8f952e2834f,132,Malta,Europe,17.21,0.82,273.11,93.94,76357,465,627,1,71728,127,4002,1211456,443570,6,707,0,1414.0,3,2731150,172142.0
134,6b425e6c-2b37-480f-bfe9-3531d926ef63,133,French Polynesia,Australia/Oceania,25.33,0.9,0.0,0.0,71868,0,646,0,71222,0,0,0,283706,4,439,0,2277.0,7,0,253319.0
135,5f88cfd7-6a96-4234-86e2-050ea154a08d,134,Eswatini,Africa,5.9,2.0,42.2,97.92,69658,25,1393,0,68209,10,56,498378,1180863,17,848,2,1180.0,11,422046,58989.0
136,797ccfb3-faf9-46fe-8e11-db4c9ea50700,135,Channel Islands,Europe,37.17,0.23,700.51,90.3,65644,0,149,0,59275,0,6220,1237263,176624,3,1185,0,844.0,0,7005067,371660.0
137,7b513adb-ea2d-490b-a0d5-8f9f7af33ddc,136,Fiji,Australia/Oceania,7.09,1.3,55.55,97.17,64376,5,834,0,62557,14,985,504187,907639,14,1088,2,919.0,0,555493,70927.0
138,e13ba956-f90f-4d60-a37f-4dfe17710fe1,137,Madagascar,Africa,0.22,2.16,1.41,92.64,63928,0,1380,0,59225,0,3323,407670,28916771,452,20954,71,48.0,19,14098,2211.0
139,d53fe90c-410d-4315-a7ba-941fab44867d,138,Guyana,South America,7.97,1.94,70.85,97.88,63208,0,1226,0,61865,0,117,561899,793093,13,647,1,1546.0,1,708491,79698.0
140,7d476ff7-09ba-4720-a954-8116aa4732af,139,Sudan,Africa,0.14,7.92,1.23,0.0,61862,0,4900,0,56962,0,0,562941,45612338,737,9309,81,107.0,0,12342,1356.0
141,0bc14339-2009-4132-a9f6-2a27ed8dd533,140,New Caledonia,Australia/Oceania,20.73,0.52,34.1,98.53,60167,32,310,0,59280,195,577,98964,290228,5,936,3,1068.0,14,340987,207309.0
142,34e08b74-4426-4f8f-ba04-2ad3268d57ed,141,Mauritania,Africa,1.21,1.67,15.93,98.32,58665,0,981,0,57677,1,7,774423,4860092,83,4954,6,202.0,0,159343,12071.0
143,c8f46d40-0f9b-4a75-bbca-97461b78c8b8,142,Barbados,North America,20.18,0.57,210.47,97.88,58128,0,329,0,56897,0,902,606118,287981,5,875,0,1142.0,0,2104715,201847.0
144,c6f18a23-8f0d-43b2-9824-43841ad9e91b,143,Belize,North America,13.95,1.14,126.29,98.29,57212,0,654,0,56236,0,322,517873,410062,7,627,1,1595.0,6,1262914,139520.0
145,1b4c6f13-6569-42c4-ac46-70aac0a61cf1,144,Cabo Verde,Africa,9.88,0.72,70.8,99.15,55945,4,401,0,55471,3,73,400982,566393,10,1412,1,708.0,23,707957,98774.0
146,86c418c9-9bad-4c05-90a0-31f87650ee52,145,Syria,Asia,0.31,5.63,0.8,92.27,55623,0,3130,0,51323,0,1170,146269,18232731,328,5825,125,172.0,0,8022,3051.0
147,9151888a-1e30-41cf-83ac-6b30b75199ba,146,Gabon,Africa,2.05,0.64,68.55,99.33,47584,0,303,0,47263,0,18,1587821,2316173,49,7644,1,131.0,0,685536,20544.0
148,1d10595e-15e7-4d0f-a990-6b45b1af1120,147,Papua New Guinea,Australia/Oceania,0.45,1.54,2.7,96.08,41533,0,639,0,39905,0,989,249149,9238953,222,14458,37,69.0,7,26967,4495.0
149,d7bf6e66-1301-41b6-abef-9d561247123d,148,Seychelles,Africa,40.23,0.41,0.0,98.94,39991,0,163,0,39566,0,262,0,99396,2,610,0,1640.0,0,0,402340.0
150,9390f297-9b1c-4460-9969-09162343cfaa,149,Curaçao,North America,24.12,0.66,299.0,98.1,39853,0,265,0,39097,0,491,494095,165249,4,624,0,1604.0,3,2990003,241169.0
151,3a152b44-2832-418e-853e-50a89cacf701,150,Andorra,Europe,51.26,0.39,322.46,97.88,39713,0,153,0,38871,0,689,249838,77478,2,506,0,1975.0,14,3224632,512571.0
152,7d567c91-c413-4427-b015-408a660c2fb7,151,Burundi,Africa,0.31,0.1,2.77,2.01,38406,0,38,0,773,0,37595,345742,12500437,325,328959,36,3.0,0,27658,3072.0
153,23047b40-5204-4d21-a200-b219d68f6fdc,152,Togo,Africa,0.43,0.74,8.28,99.12,36907,0,272,0,36581,0,54,713359,8612857,233,31665,12,32.0,0,82825,4285.0
154,ba51f892-30dd-43c5-a994-f70954fc88d5,153,Mayotte,Africa,12.93,0.51,62.26,8.07,36745,0,187,0,2964,0,33594,176919,284150,8,1520,2,658.0,0,622625,129316.0
155,110c186f-54e9-4114-8646-c55536cbf62c,154,Guinea,Africa,0.27,1.21,4.8,98.68,36459,0,440,0,35976,0,43,660107,13746113,377,31241,21,32.0,8,48021,2652.0
156,fd80c13b-96b1-49cb-8612-2fc3c13907fd,155,Mauritius,Africa,2.81,2.7,28.12,91.86,35850,97,968,0,32931,0,1951,358675,1275405,36,1318,4,759.0,0,281224,28109.0
157,2cd14646-419f-420e-83f3-004a8647ec65,156,Faeroe Islands,Europe,69.61,0.08,1581.85,22.47,34237,0,28,0,7693,0,26516,778000,49183,1,1757,0,569.0,5,15818474,696115.0
158,ebe06cac-5d5c-4fdd-bfe0-7fb7b27fbf19,157,Aruba,North America,31.55,0.62,165.4,99.22,33929,86,212,0,33663,72,54,177885,107547,3,507,1,1971.0,2,1654021,315481.0
159,10f44464-c1a6-4339-b9a7-cc76ca8596d2,158,Tanzania,Africa,0.05,2.37,0.0,0.0,33797,0,800,0,32997,0,0,0,62663424,1854,78329,0,13.0,7,0,539.0
160,26a055d8-a99d-4f17-9698-7ec229f92804,159,Bahamas,North America,8.32,2.37,56.41,96.76,33242,0,787,0,32166,0,289,225483,399719,12,508,2,1969.0,11,564104,83163.0
161,a5a50324-b8db-40ce-9a38-8c9f42b2257d,160,Lesotho,Africa,1.51,2.12,19.42,73.35,32880,0,697,0,24116,0,8067,421681,2171514,66,3116,5,321.0,0,194188,15142.0
162,fe9ceb47-3198-44a6-977f-ad8a1c678ed7,161,Haiti,North America,0.26,2.71,1.14,91.04,30511,0,827,0,27778,0,1906,132422,11642036,382,14077,88,71.0,0,11374,2621.0
163,3333f6e7-a25a-4047-89f1-54968028405f,162,Mali,Africa,0.14,2.39,3.03,97.22,30468,2,727,0,29620,5,121,644063,21255004,698,29237,33,34.0,0,30302,1433.0
164,1e9e5a58-50c9-4ff6-988d-2b7cdc2ae9c2,163,Isle of Man,Europe,31.85,0.3,175.69,92.45,27329,0,81,0,25267,0,1981,150753,85808,3,1059,1,944.0,0,1756864,318490.0
165,e2155710-14d8-4ee2-87c2-7d46c3ac1ef8,164,Benin,Africa,0.21,0.6,4.77,94.63,26952,0,163,0,25506,0,1283,604310,12669944,470,77730,21,13.0,5,47696,2127.0
166,ecade240-f4b1-4d06-b965-d48fa3c4486b,165,Somalia,Africa,0.16,5.11,2.4,49.93,26400,0,1348,0,13182,0,11870,400466,16656620,631,12357,42,81.0,0,24042,1585.0
167,bf5fe94d-de57-4ff8-b174-c1238e097c6c,166,Bhutan,Asia,3.09,0.04,264.57,87.6,24316,502,9,0,21301,588,3006,2080206,786248,32,87361,0,11.0,4,2645738,30927.0
168,c149304f-2523-4a3e-bc83-3d34d9c222e2,167,Congo,Africa,0.42,1.6,6.05,83.86,24062,0,384,0,20178,0,3500,347815,5751967,239,14979,17,67.0,0,60469,4183.0
169,cdb788e9-dee2-4809-993f-421c2223ef13,168,Saint Lucia,North America,12.38,1.59,75.53,98.28,22907,0,365,0,22512,0,30,139789,185073,8,507,1,1972.0,1,755318,123773.0
170,3bf85af0-0824-456e-b402-e67770e0d954,169,Timor-Leste,Asia,1.68,0.57,18.81,99.35,22817,4,130,0,22669,0,18,256079,1361699,60,10475,5,95.0,0,188058,16756.0
171,0a14bd04-b96e-4afb-b4bf-8a4657740ccd,170,Taiwan,Asia,0.09,3.8,52.27,88.79,22463,136,853,0,19944,80,1666,12488341,23891067,1064,28008,2,36.0,0,522720,940.0
172,2777760e-308e-4b64-ae2a-32861952ca58,171,Burkina Faso,Africa,0.1,1.83,1.14,98.11,20822,71,381,6,20429,120,12,248995,21890129,1051,57454,88,17.0,0,11375,951.0
173,1004b1bb-30c2-49d2-b341-8a07c3fdcf99,172,Cayman Islands,North America,29.13,0.13,332.24,43.8,19529,0,25,0,8553,0,10951,222773,67052,3,2682,0,373.0,2,3322392,291252.0
174,a5595bac-dc78-412d-b4d6-a3dec5f10cff,173,Nicaragua,North America,0.27,1.21,0.0,23.01,18365,0,223,0,4225,0,13917,0,6760358,368,30316,0,33.0,0,0,2717.0
175,ade1dd49-6935-41ea-9387-173c6fabbdf2,174,Tajikistan,Asia,0.18,0.71,0.0,99.29,17388,0,124,0,17264,0,0,0,9906570,570,79892,0,13.0,0,0,1755.0
176,6b5f4ee7-4e90-42ac-9490-5a8052f01697,175,South Sudan,Africa,0.15,0.8,3.12,78.6,17184,0,138,0,13507,0,3539,356226,11419855,665,82753,32,12.0,1,31194,1505.0
177,8862c06a-6b2a-43dd-b0e7-65fa2c6adaac,176,Gibraltar,Europe,49.3,0.61,1573.33,96.02,16600,70,101,0,15940,77,559,529802,33674,2,333,0,2999.0,10,15733266,492962.0
178,bec0723e-b568-405c-aa9d-79c25dc00bc9,177,Equatorial Guinea,Africa,1.07,1.15,20.17,98.66,15902,0,183,0,15689,0,30,298992,1482322,93,8100,5,123.0,5,201705,10728.0
179,f23e58f6-ff0e-4fac-ac2f-a82c51b41d30,178,Liechtenstein,Europe,41.47,0.52,209.86,96.17,15889,128,83,0,15280,91,526,80413,38317,2,462,0,2166.0,11,2098625,414672.0
180,c830054b-710d-4310-8c0f-d3f68bdb773c,179,Djibouti,Africa,1.54,1.21,29.17,98.73,15580,0,189,0,15382,1,9,295415,1012753,65,5358,3,187.0,0,291695,15384.0
181,2e666397-1a93-4e38-a782-be34d6ea78b7,180,San Marino,Europe,43.95,0.75,418.09,97.15,14968,0,112,0,14541,0,315,142376,34054,2,304,0,3289.0,4,4180889,439537.0
182,5af2bc78-d5a6-4ba3-892b-a5e804f50f1c,181,CAR,Africa,0.29,0.77,1.63,46.82,14649,0,113,0,6859,0,7677,81294,4974422,340,44021,61,23.0,2,16342,2945.0
183,759b83e8-7188-4a7f-9cc9-d580187ac7ba,182,Grenada,North America,12.31,1.56,125.45,98.06,13967,0,218,0,13696,0,53,142284,113422,8,520,1,1922.0,4,1254466,123142.0
184,113949e6-d893-4803-9e79-ed404b7ef8f2,183,Bermuda,North America,19.96,1.03,1345.3,96.73,12354,0,127,0,11950,0,277,832485,61881,5,487,0,2052.0,0,13452998,199641.0
185,d310d75e-c9d9-4175-bfe9-77a72865fbb0,184,Gambia,Africa,0.47,3.05,6.14,96.81,11973,0,365,0,11591,0,17,155686,2533556,212,6941,16,144.0,0,61450,4726.0
186,10c001f9-5d62-4525-bfae-70dbdd7493d9,185,Greenland,North America,20.99,0.18,289.65,23.1,11953,0,21,0,2761,0,9171,164926,56940,5,2711,0,369.0,4,2896488,209923.0
187,7571007a-00f6-4500-bb60-f4fefbd4e388,186,Yemen,Asia,0.04,18.15,0.86,75.68,11803,0,2142,0,8933,0,728,265253,30957268,2623,14453,117,69.0,23,8568,381.0
188,17833c0d-21d8-4fa8-9744-2c39c541867f,187,Dominica,North America,16.3,0.53,249.36,97.59,11787,0,63,0,11503,0,221,180273,72294,6,1148,0,871.0,0,2493609,163043.0
189,cd8aca67-cf0e-4935-ba90-40fbeba12f31,188,Monaco,Europe,26.41,0.51,138.37,96.13,10490,59,54,0,10084,89,352,54960,39721,4,736,1,1359.0,4,1383651,264092.0
190,eb3c622c-4e09-4e76-9f62-5986ec532511,189,Solomon Islands,Australia/Oceania,1.46,1.24,0.71,21.05,10426,0,129,0,2195,0,8102,5117,715889,69,5550,140,180.0,1,7148,14564.0
191,e874ebf4-8dc3-4430-8cee-7188fe21b727,190,Saint Martin,North America,24.9,0.64,282.35,14.11,9912,0,63,0,1399,0,8450,112382,39802,4,632,0,1583.0,7,2823526,249033.0
192,73a44b22-4103-4219-abf6-6a9052c5a6ea,191,Eritrea,Africa,0.27,1.06,0.65,98.93,9724,1,103,0,9620,1,1,23693,3630987,373,35252,153,28.0,0,6525,2678.0
193,e5f66c08-7ee3-42ef-8794-bc5893959c2d,192,Sint Maarten,North America,22.14,0.89,141.96,98.81,9677,0,86,0,9562,0,29,62056,43715,5,508,1,1967.0,10,1419559,221366.0
194,ff4865bd-4235-44b3-89a7-d5780521117c,193,Niger,Africa,0.03,3.5,0.93,96.27,8799,0,308,0,8471,0,20,238965,25714627,2922,83489,108,12.0,1,9293,342.0
195,1a7c2436-654a-4ee5-b441-c5ecca24cdb3,194,Guinea-Bissau,Africa,0.4,2.08,6.25,87.41,8125,0,169,0,7102,0,854,127980,2048100,252,12119,16,83.0,6,62487,3967.0
196,1ab1822a-8b0c-42bd-afe6-fb7e43d89d69,195,Comoros,Africa,0.9,1.98,0.0,97.9,8081,0,160,0,7911,0,10,0,901504,112,5634,0,177.0,0,0,8964.0
197,7c640202-55e5-4657-9891-f36fc57df35b,196,Caribbean Netherlands,North America,30.17,0.39,113.07,96.16,8039,0,31,0,7730,0,278,30126,26643,3,859,1,1164.0,0,1130729,301730.0
198,efc676e5-a2c5-4d3b-9572-257b5e001d39,197,Sierra Leone,Africa,0.09,1.63,3.15,0.0,7674,0,125,0,7549,0,0,259958,8256381,1076,66051,32,15.0,0,31486,929.0
199,a9022093-264b-4ef7-8040-1af903412df3,198,Antigua and Barbuda,North America,7.53,1.8,19.03,98.12,7482,0,135,0,7341,0,6,18901,99326,13,736,5,1359.0,1,190293,75328.0
200,66685d8a-d2f8-45e9-b5b5-047535dbb566,199,Liberia,Africa,0.14,3.97,2.66,77.69,7397,0,294,0,5747,0,1356,139824,5262390,711,17899,38,56.0,2,26570,1406.0
201,eb98badf-bb25-4255-89eb-930e5be74222,200,Chad,Africa,0.04,2.61,1.11,66.9,7286,0,190,0,4874,0,2222,191341,17237316,2366,90723,90,11.0,0,11100,423.0
202,8ea1486d-6647-4b7c-835e-a2788a6a5b7b,201,St. Vincent Grenadines,North America,6.05,1.57,88.26,98.38,6746,0,106,0,6637,0,3,98446,111547,17,1052,1,950.0,0,882552,60477.0
203,f4a6f24f-8b9a-4f70-b7f0-3c1a3cbdfbff,202,British Virgin Islands,North America,19.96,1.02,330.83,0.0,6104,0,62,0,6042,0,0,101161,30578,5,493,0,2028.0,1,3308294,199621.0
204,85061c40-883d-44e2-9a50-c6c0b5de2a54,203,Sao Tome and Principe,Africa,2.63,1.23,12.84,98.67,5944,1,73,0,5865,1,6,29036,226169,38,3098,8,323.0,0,128382,26281.0
205,acee9dc8-0b7d-4eb7-9f1a-5e682db302ae,204,Turks and Caicos,North America,14.86,0.61,1101.07,98.95,5888,0,36,0,5826,0,26,436234,39619,7,1101,0,909.0,4,11010727,148616.0
206,6bcba3d3-d887-47d5-bdcd-7282cf91cc1e,205,Saint Kitts and Nevis,North America,10.3,0.76,120.97,99.24,5548,0,42,0,5506,0,0,65141,53847,10,1282,1,780.0,0,1209742,103033.0
207,399cc203-6843-4a31-b599-5fe5a0365cb6,208,St. Barth,North America,38.07,0.16,792.08,0.0,3780,0,6,0,3774,0,0,78646,9929,3,1655,0,604.0,0,7920838,380703.0
208,834d4b30-7863-48af-bee8-54b606081edf,210,Anguilla,North America,17.28,0.34,337.29,99.32,2633,0,9,0,2615,0,9,51382,15234,6,1693,0,591.0,4,3372850,172837.0
209,2223fb5d-b4b7-44f6-a006-ade92c817990,211,Vanuatu,Australia/Oceania,0.61,0.05,7.82,28.27,1963,263,1,0,555,227,1407,24976,319505,163,319505,13,3.0,4,78171,6144.0
210,f3f7c897-e88f-426f-b804-efc3ea76a20c,212,Saint Pierre Miquelon,North America,31.0,0.06,304.89,72.09,1781,0,1,0,1284,0,496,17516,5745,3,5745,0,174.0,1,3048912,310009.0
211,a24e99b5-d592-437a-bbeb-eb19bdfbc803,214,Samoa,Australia/Oceania,0.44,0.0,0.0,6.86,889,93,0,0,61,0,828,0,200686,226,0,0,0.0,0,0,4430.0
212,b230d5ca-c30a-4d22-814e-53ceccfb8364,215,Diamond Princess,,0.0,1.83,0.0,98.17,712,0,13,0,699,0,0,0,0,0,0,0,0.0,0,0,0.0
213,f2e9f8ce-c9cd-4ba0-bebe-bb0a853870c3,216,Wallis and Futuna,Australia/Oceania,4.17,1.54,188.15,96.48,454,0,7,0,438,0,9,20508,10900,24,1557,1,642.0,0,1881468,41651.0
214,563abe42-b4b2-4102-81a5-e65bcd3b8faa,217,Montserrat,North America,3.48,1.15,176.03,98.85,174,0,2,0,172,0,0,8796,4997,29,2499,1,400.0,0,1760256,34821.0
215,ec87cb7a-533c-4ed1-a2bd-7eb05549f552,218,Falkland Islands,South America,3.26,0.0,236.23,0.0,119,0,0,0,0,0,0,8632,3654,31,0,0,0.0,0,2362343,32567.0
216,4f5de98a-49e3-4394-9534-b4b0c800ff96,219,Macao,Asia,0.01,0.0,0.8,97.56,82,0,0,0,80,0,2,5318,664586,8105,0,125,0.0,0,8002,123.0
217,f4fd07f5-e786-4153-bafe-7b35194a7eef,220,Vatican City,Europe,3.61,0.0,0.0,96.55,29,0,0,0,28,0,1,0,804,28,0,0,0.0,0,0,36070.0
218,98a06a3a-311a-445f-9caf-3b967e1ffef5,221,Western Sahara,Africa,0.0,10.0,0.0,80.0,10,0,1,0,8,0,1,0,622628,62263,622628,0,2.0,0,0,16.0
219,fa63e305-e10f-4b5d-a400-2edd6dcab0f4,222,MS Zaandam,,0.0,22.22,0.0,77.78,9,0,2,0,7,0,0,0,0,0,0,0,0.0,0,0,0.0
220,4088c3ae-7003-40cf-971a-8db0325a24a0,223,Marshall Islands,Australia/Oceania,0.01,0.0,0.0,100.0,7,0,0,0,7,0,0,0,59878,8554,0,0,0.0,0,0,117.0
221,eb9b3fbc-6738-4a35-a943-42a0e05ea149,227,China,Asia,0.01,3.3,11.12,77.58,140651,1366,4638,0,109119,725,26894,160000000,1439323776,10233,310333,9,3.0,50,111163,98.0
