id,rank,Country,Continent,Infection_Risk,Case_Fatality_Rate,Test_Percentage,Recovery_Proporation,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,TotalTests,Population,one_Caseevery_X_ppl,one_Deathevery_X_ppl,one_Testevery_X_ppl,Deaths_1M_pop,Serious_Critical,Tests_1M_Pop,TotCases_1M_Pop
"e4a3c6fe-8601-48ca-b352-666fda42efef",105,Montenegro,Europe,37.05,1.16,191.94,98.56,232777,50,2698,0,229422,75,657,1205803,628203,3,233,1,4295.0,6,1919448,370544
"11b1c43d-0f5c-4503-855a-6bc5588790e2",106,Mozambique,Africa,0.69,0.98,3.95,98.59,225239,2,2200,0,222063,2,976,1293982,32767838,145,14894,25,67.0,13,39489,6874
"a1f7abfd-5e25-4c08-955a-c61a8ad19665",107,Luxembourg,Europe,32.35,0.49,643.6,91.17,208223,0,1025,0,189841,0,17357,4142082,643578,3,628,0,1593.0,3,6436022,323540
"a173c7c0-6c68-4505-a21e-303b977f4432",108,Kyrgyzstan,Asia,2.99,1.49,28.42,97.66,200879,11,2984,0,196170,16,1725,1907195,6710214,33,2249,4,445.0,131,284223,29936
"4fd8c9f5-b433-4ae4-b8a0-3b04a1841304",109,Iceland,Europe,51.7,0.05,542.22,42.43,178385,0,97,0,75685,0,102603,1871047,345072,2,3557,0,281.0,3,5422193,516950
"a22a19dd-cd37-4b17-bb78-214d939dcba6",110,Afghanistan,Asia,0.44,4.32,2.27,90.47,177520,41,7662,2,160597,114,9261,917326,40442976,228,5278,44,189.0,1124,22682,4389
"3aae6f72-2cd7-423d-9e01-c89c936d9d98",111,Maldives,Asia,31.36,0.17,397.46,93.72,174658,0,297,0,163687,0,10674,2213831,556996,3,1875,0,533.0,25,3974590,313571
"a07df09d-690a-4ca7-8d76-0b01a071ea51",112,Laos,Asia,2.25,0.39,13.58,4.56,167993,1466,660,6,7660,0,159673,1012890,7458029,44,11300,7,88.0,0,135812,22525
"38c9ecad-032b-490b-b53d-3926970e07e3",113,Uganda,Africa,0.34,2.19,5.27,61.13,163843,0,3595,0,100163,0,60085,2542633,48235494,294,13417,19,75.0,7,52713,3397
"0eabfcba-af61-47f8-9054-217d94a00c7d",114,"El Salvador","North America",2.46,2.56,28.24,87.64,161052,0,4116,0,141145,0,15791,1847861,6542786,41,1590,4,629.0,45,282427,24615
"45d2c117-d4d7-4ad4-92c2-a18419a2ac40",115,Ghana,Africa,0.5,0.9,7.49,99.06,160925,0,1445,0,159409,0,71,2410734,32193606,200,22279,13,45.0,1,74882,4999
"30371056-ab76-408a-ab94-6e90ea8d6727",116,Namibia,Africa,6.01,2.55,37.38,97.14,157576,0,4018,0,153069,0,489,979582,2620421,17,652,3,1533.0,3,373826,60134
"b191f56d-eaf8-4a97-b1d3-e220e20aa686",117,Martinique,"North America",37.73,0.64,215.59,0.07,141415,0,909,0,104,0,140402,807954,374762,3,412,0,2426.0,8,2155912,377346
"b1c7dda7-4fd3-4c84-9385-4a67aae6d0af",118,"Trinidad and Tobago","North America",9.7,2.73,47.42,91.72,136561,0,3729,0,125249,0,7583,667346,1407323,10,377,2,2650.0,18,474195,97036
"f01f73fb-71ea-4624-b07e-e86ac91bc8aa",119,Cambodia,Asia,0.79,2.25,17.07,97.01,135461,59,3054,0,131413,62,994,2921472,17118883,126,5605,6,178.0,0,170658,7913
"c784559e-003a-490b-9753-4b23ee5fdb39",120,Brunei,Asia,29.55,0.15,161.4,94.72,131403,792,202,0,124465,1560,6736,717784,444720,3,2202,1,454.0,10,1614013,295474
"30ac458c-b000-48f2-abc7-7c4c1c3e590c",121,Guadeloupe,"North America",32.66,0.64,234.37,1.72,130705,0,843,0,2250,0,127612,938039,400242,3,475,0,2106.0,19,2343680,326565
"1f86fa0e-6fd9-4730-87fd-0ddbc0f36c5a",122,Rwanda,Africa,0.96,1.12,37.57,35.1,129708,0,1458,0,45522,0,82728,5073959,13506841,104,9264,3,108.0,0,375658,9603
"6441ca62-ed56-432f-b0c0-3024122e2588",123,Jamaica,"North America",4.31,2.24,30.75,62.82,128679,18,2879,4,80830,157,44970,917304,2983512,23,1036,3,965.0,25,307458,43130
"34f83a43-85ad-481a-a2ee-85187b17353c",124,Cameroon,Africa,0.43,1.61,6.33,98.25,119544,0,1927,0,117455,0,162,1751774,27687317,232,14368,16,70.0,13,63270,4318
"b50812db-56f1-447e-968b-526934c83624",125,Angola,Africa,0.29,1.92,4.3,97.91,99106,0,1900,0,97037,0,169,1490293,34631760,349,18227,23,55.0,0,43033,2862
"cd1dfb64-b4f2-4661-b570-66a98c26eeb1",126,DRC,Africa,0.09,1.54,0.9,58.8,86611,0,1335,0,50930,0,34346,846704,94263560,1088,70609,111,14.0,0,8982,919
"35347f67-6496-45b8-b013-622e97792c33",127,Senegal,Africa,0.49,2.29,5.94,97.67,85868,8,1964,0,83871,9,33,1039551,17506073,204,8913,17,112.0,1,59382,4905
"b7cb925f-fc60-4ed0-b0d8-fd0a77dae164",128,Malawi,Africa,0.43,3.07,2.8,92.23,85608,0,2626,0,78960,0,4022,559765,19983813,233,7610,36,131.0,67,28011,4284
"bbfdfb8a-1a86-4ad2-a36c-38f6c9cbf0c4",129,"Ivory Coast",Africa,0.3,0.97,5.33,99.0,81697,0,796,0,80876,0,25,1465626,27506633,337,34556,19,29.0,0,53283,2970
"93bf229f-1445-4ce5-aa0a-63c907479092",130,Suriname,"South America",13.29,1.67,39.44,62.38,79150,17,1324,0,49376,0,28450,234970,595718,8,450,3,2223.0,0,394432,132865
"80ba148c-004a-40fa-8304-1b4195fc4a28",131,"French Guiana","South America",25.2,0.5,195.24,14.31,78649,0,394,0,11254,0,67001,609252,312054,4,792,1,1263.0,4,1952393,252037
"90d0759a-ecb8-4dd3-9312-e8f952e2834f",132,Malta,Europe,17.38,0.82,273.11,93.39,77102,353,631,1,72006,163,4465,1211456,443576,6,703,0,1423.0,4,2731113,173819
"6b425e6c-2b37-480f-bfe9-3531d926ef63",133,"French Polynesia",Australia/Oceania,25.33,0.9,0.0,0.0,71868,0,646,0,71222,0,0,0,283715,4,439,0,2277.0,7,0,253311
"5f88cfd7-6a96-4234-86e2-050ea154a08d",134,Eswatini,Africa,5.9,2.0,42.31,97.96,69664,1,1393,0,68243,20,28,499607,1180929,17,848,2,1180.0,11,423063,58991
"797ccfb3-faf9-46fe-8e11-db4c9ea50700",135,"Channel Islands",Europe,37.33,0.23,700.95,90.38,65931,0,150,0,59589,0,6192,1238103,176633,3,1178,0,849.0,0,7009466,373265
"7b513adb-ea2d-490b-a0d5-8f9f7af33ddc",136,Fiji,Australia/Oceania,7.09,1.3,55.55,97.17,64376,0,834,0,62557,0,985,504187,907675,14,1088,2,919.0,0,555471,70924
"e13ba956-f90f-4d60-a37f-4dfe17710fe1",137,Madagascar,Africa,0.22,2.16,1.42,92.61,64009,0,1384,0,59280,0,3345,410717,28920674,452,20896,70,48.0,19,14202,2213
"d53fe90c-410d-4315-a7ba-941fab44867d",138,Guyana,"South America",7.97,1.94,71.13,97.93,63232,0,1226,0,61921,0,85,564105,793114,13,647,1,1546.0,1,711253,79726
"7d476ff7-09ba-4720-a954-8116aa4732af",139,Sudan,Africa,0.14,7.92,1.23,0.0,61889,0,4901,0,56988,0,0,562941,45617948,737,9308,81,107.0,0,12340,1357
"0bc14339-2009-4132-a9f6-2a27ed8dd533",140,"New Caledonia",Australia/Oceania,20.73,0.52,34.1,98.53,60167,0,310,0,59280,0,577,98964,290243,5,936,3,1068.0,14,340969,207299
"34e08b74-4426-4f8f-ba04-2ad3268d57ed",141,Mauritania,Africa,1.21,1.67,15.95,98.31,58666,0,982,0,57677,0,7,775303,4860762,83,4950,6,202.0,0,159502,12069
"c8f46d40-0f9b-4a75-bbca-97461b78c8b8",142,Barbados,"North America",20.28,0.57,211.07,97.8,58393,0,330,0,57108,0,955,607845,287983,5,873,0,1146.0,0,2110698,202765
"c6f18a23-8f0d-43b2-9824-43841ad9e91b",143,Belize,"North America",13.96,1.14,126.46,98.29,57231,0,654,0,56255,0,322,518619,410102,7,627,1,1595.0,6,1264610,139553
"1b4c6f13-6569-42c4-ac46-70aac0a61cf1",144,"Cabo Verde",Africa,9.88,0.72,70.79,99.15,55947,0,401,0,55474,0,72,400982,566425,10,1413,1,708.0,23,707917,98772
"86c418c9-9bad-4c05-90a0-31f87650ee52",145,Syria,Asia,0.31,5.63,0.8,92.4,55650,0,3133,0,51423,0,1094,146269,18235061,328,5820,125,172.0,0,8021,3052
"9151888a-1e30-41cf-83ac-6b30b75199ba",146,Gabon,Africa,2.05,0.64,68.55,99.33,47584,0,303,0,47263,0,18,1587821,2316461,49,7645,1,131.0,0,685451,20542
"1d10595e-15e7-4d0f-a990-6b45b1af1120",147,"Papua New Guinea",Australia/Oceania,0.45,1.54,2.7,96.08,41533,0,639,0,39905,0,989,249149,9239880,222,14460,37,69.0,7,26965,4495
"9390f297-9b1c-4460-9969-09162343cfaa",148,Curaçao,"North America",24.34,0.66,298.99,98.1,40217,0,267,0,39453,0,497,494095,165253,4,619,0,1616.0,3,2989931,243366
"d7bf6e66-1301-41b6-abef-9d561247123d",149,Seychelles,Africa,40.23,0.41,0.0,98.94,39991,0,163,0,39566,0,262,0,99400,2,610,0,1640.0,0,0,402324
"3a152b44-2832-418e-853e-50a89cacf701",150,Andorra,Europe,51.26,0.39,322.46,97.88,39713,0,153,0,38871,0,689,249838,77479,2,506,0,1975.0,14,3224590,512565
"7d567c91-c413-4427-b015-408a660c2fb7",151,Burundi,Africa,0.31,0.1,2.77,2.01,38440,0,38,0,773,0,37629,345742,12502381,325,329010,36,3.0,0,27654,3075
"23047b40-5204-4d21-a200-b219d68f6fdc",152,Togo,Africa,0.43,0.74,8.3,99.09,36917,6,272,0,36581,0,64,715386,8613920,233,31669,12,32.0,0,83050,4286
"ba51f892-30dd-43c5-a994-f70954fc88d5",153,Mayotte,Africa,12.93,0.51,62.25,8.07,36745,0,187,0,2964,0,33594,176919,284186,8,1520,2,658.0,0,622547,129299
"110c186f-54e9-4114-8646-c55536cbf62c",154,Guinea,Africa,0.27,1.21,4.8,98.68,36459,0,440,0,35976,0,43,660107,13748067,377,31246,21,32.0,8,48015,2652
"fd80c13b-96b1-49cb-8612-2fc3c13907fd",155,Mauritius,Africa,2.81,2.7,28.12,91.86,35850,0,968,0,32931,0,1951,358675,1275417,36,1318,4,759.0,0,281222,28108
"2cd14646-419f-420e-83f3-004a8647ec65",156,"Faeroe Islands",Europe,69.61,0.08,1581.82,22.47,34237,0,28,0,7693,0,26516,778000,49184,1,1757,0,569.0,5,15818152,696100
"ebe06cac-5d5c-4fdd-bfe0-7fb7b27fbf19",157,Aruba,"North America",31.55,0.62,165.4,99.22,33929,0,212,0,33663,0,54,177885,107550,3,507,1,1971.0,2,1653975,315472
"10f44464-c1a6-4339-b9a7-cc76ca8596d2",158,Tanzania,Africa,0.05,2.37,0.0,0.0,33797,0,800,0,32997,0,0,0,62672759,1854,78341,0,13.0,7,0,539
"26a055d8-a99d-4f17-9698-7ec229f92804",159,Bahamas,"North America",8.32,2.37,56.41,96.75,33249,0,788,0,32168,0,293,225483,399740,12,507,2,1971.0,11,564074,83177
"a5a50324-b8db-40ce-9a38-8c9f42b2257d",160,Lesotho,Africa,1.51,2.12,19.42,73.35,32880,0,697,0,24116,0,8067,421681,2171607,66,3116,5,321.0,0,194179,15141
"fe9ceb47-3198-44a6-977f-ad8a1c678ed7",161,Haiti,"North America",0.26,2.71,1.14,91.04,30511,0,827,0,27778,0,1906,132422,11642795,382,14078,88,71.0,0,11374,2621
"3333f6e7-a25a-4047-89f1-54968028405f",162,Mali,Africa,0.14,2.39,3.03,97.22,30470,0,727,0,29623,0,120,645141,21258204,698,29241,33,34.0,0,30348,1433
"1e9e5a58-50c9-4ff6-988d-2b7cdc2ae9c2",163,"Isle of Man",Europe,32.12,0.3,175.68,92.86,27566,0,82,0,25598,0,1886,150753,85811,3,1046,1,956.0,0,1756803,321241
"e2155710-14d8-4ee2-87c2-7d46c3ac1ef8",164,Benin,Africa,0.21,0.6,4.77,94.63,26952,0,163,0,25506,0,1283,604310,12671685,470,77740,21,13.0,5,47690,2127
"ecade240-f4b1-4d06-b965-d48fa3c4486b",165,Somalia,Africa,0.16,5.11,2.4,49.93,26400,0,1348,0,13182,0,11870,400466,16659052,631,12358,42,81.0,0,24039,1585
"bf5fe94d-de57-4ff8-b174-c1238e097c6c",166,Bhutan,Asia,3.19,0.04,265.34,87.7,25080,319,9,0,21995,344,3076,2086383,786295,31,87366,0,11.0,12,2653435,31896
"c149304f-2523-4a3e-bc83-3d34d9c222e2",167,Congo,Africa,0.42,1.6,6.05,83.86,24062,0,384,0,20178,0,3500,347815,5752711,239,14981,17,67.0,0,60461,4183
"cdb788e9-dee2-4809-993f-421c2223ef13",168,"Saint Lucia","North America",12.39,1.59,75.73,98.26,22929,10,365,0,22529,8,35,140162,185078,8,507,1,1972.0,1,757313,123888
"3bf85af0-0824-456e-b402-e67770e0d954",169,Timor-Leste,Asia,1.68,0.57,18.8,99.37,22821,0,130,0,22678,1,13,256079,1361836,60,10476,5,95.0,0,188040,16758
"0a14bd04-b96e-4afb-b4bf-8a4657740ccd",170,Taiwan,Asia,0.1,3.75,52.59,87.91,22769,203,853,0,20016,29,1900,12565468,23891302,1049,28009,2,36.0,0,525943,953
"2777760e-308e-4b64-ae2a-32861952ca58",171,"Burkina Faso",Africa,0.1,1.83,1.14,98.11,20822,0,381,0,20429,0,12,248995,21893273,1051,57463,88,17.0,0,11373,951
"1004b1bb-30c2-49d2-b341-8a07c3fdcf99",172,"Cayman Islands","North America",30.73,0.12,332.22,41.51,20606,0,24,0,8553,0,12029,222773,67056,3,2794,0,358.0,1,3322193,307295
"a5595bac-dc78-412d-b4d6-a3dec5f10cff",173,Nicaragua,"North America",0.27,1.21,0.0,23.01,18365,0,223,0,4225,0,13917,0,6760789,368,30317,0,33.0,0,0,2716
"ade1dd49-6935-41ea-9387-173c6fabbdf2",174,Tajikistan,Asia,0.18,0.71,0.0,99.29,17388,0,124,0,17264,0,0,0,9907743,570,79901,0,13.0,0,0,1755
"6b5f4ee7-4e90-42ac-9490-5a8052f01697",175,"South Sudan",Africa,0.15,0.8,3.12,78.6,17184,0,138,0,13507,0,3539,356226,11420571,665,82758,32,12.0,1,31192,1505
"8862c06a-6b2a-43dd-b0e7-65fa2c6adaac",176,Gibraltar,Europe,49.3,0.61,1573.33,96.02,16600,0,101,0,15940,0,559,529802,33674,2,333,0,2999.0,10,15733266,492962
"f23e58f6-ff0e-4fac-ac2f-a82c51b41d30",177,Liechtenstein,Europe,42.01,0.52,209.86,94.92,16098,81,83,0,15280,0,735,80413,38317,2,462,0,2166.0,11,2098625,420127
"bec0723e-b568-405c-aa9d-79c25dc00bc9",178,"Equatorial Guinea",Africa,1.07,1.15,20.27,98.68,15903,0,183,0,15693,0,27,300567,1482575,93,8102,5,123.0,5,202733,10727
"c830054b-710d-4310-8c0f-d3f68bdb773c",179,Djibouti,Africa,1.54,1.21,29.23,98.77,15580,0,189,0,15388,5,3,296053,1012832,65,5359,3,187.0,0,292302,15383
"2e666397-1a93-4e38-a782-be34d6ea78b7",180,"San Marino",Europe,43.95,0.75,418.09,97.15,14968,0,112,0,14541,0,315,142376,34054,2,304,0,3289.0,4,4180889,439537
"5af2bc78-d5a6-4ba3-892b-a5e804f50f1c",181,CAR,Africa,0.29,0.77,1.63,46.82,14649,0,113,0,6859,0,7677,81294,4974881,340,44025,61,23.0,2,16341,2945
"759b83e8-7188-4a7f-9cc9-d580187ac7ba",182,Grenada,"North America",12.33,1.56,125.86,98.03,13982,0,218,0,13707,0,57,142754,113424,8,520,1,1922.0,4,1258587,123272
"113949e6-d893-4803-9e79-ed404b7ef8f2",183,Bermuda,"North America",19.96,1.03,1345.32,96.73,12354,0,127,0,11950,0,277,832485,61880,5,487,0,2052.0,0,13453216,199644
"d310d75e-c9d9-4175-bfe9-77a72865fbb0",184,Gambia,Africa,0.47,3.05,6.14,96.7,11986,0,365,0,11591,0,30,155686,2533929,211,6942,16,144.0,0,61441,4730
"10c001f9-5d62-4525-bfae-70dbdd7493d9",185,Greenland,"North America",21.02,0.18,289.65,23.06,11971,0,21,0,2761,0,9189,164926,56940,5,2711,0,369.0,4,2896488,210239
"7571007a-00f6-4500-bb60-f4fefbd4e388",186,Yemen,Asia,0.04,18.15,0.86,75.68,11803,0,2142,0,8933,0,728,265253,30960866,2623,14454,117,69.0,23,8567,381
"17833c0d-21d8-4fa8-9744-2c39c541867f",187,Dominica,"North America",16.3,0.53,249.36,97.59,11787,0,63,0,11503,0,221,180273,72295,6,1148,0,871.0,0,2493575,163040
"cd8aca67-cf0e-4935-ba90-40fbeba12f31",188,Monaco,Europe,26.51,0.51,138.36,96.41,10530,0,54,0,10152,0,324,54960,39723,4,736,1,1359.0,4,1383581,265086
"eb3c622c-4e09-4e76-9f62-5986ec532511",189,"Solomon Islands",Australia/Oceania,1.46,1.24,0.71,21.05,10426,0,129,0,2195,0,8102,5117,715982,69,5550,140,180.0,1,7147,14562
"e874ebf4-8dc3-4430-8cee-7188fe21b727",190,"Saint Martin","North America",24.9,0.64,282.32,14.11,9912,0,63,0,1399,0,8450,112382,39806,4,632,0,1583.0,7,2823243,249008
"73a44b22-4103-4219-abf6-6a9052c5a6ea",191,Eritrea,Africa,0.27,1.06,0.65,98.93,9724,0,103,0,9620,0,1,23693,3631256,373,35255,153,28.0,0,6525,2678
"e5f66c08-7ee3-42ef-8794-bc5893959c2d",192,"Sint Maarten","North America",22.15,0.89,141.95,98.93,9682,0,86,0,9578,0,18,62056,43717,5,508,1,1967.0,10,1419494,221470
"ff4865bd-4235-44b3-89a7-d5780521117c",193,Niger,Africa,0.03,3.5,0.93,96.25,8801,0,308,0,8471,0,22,239326,25719444,2922,83505,107,12.0,1,9305,342
"7c640202-55e5-4657-9891-f36fc57df35b",194,"Caribbean Netherlands","North America",30.54,0.38,113.07,95.89,8136,0,31,0,7802,0,303,30126,26644,3,859,1,1163.0,0,1130686,305360
"1a7c2436-654a-4ee5-b441-c5ecca24cdb3",195,Guinea-Bissau,Africa,0.4,2.08,6.28,87.34,8131,0,169,0,7102,0,860,128552,2048355,252,12120,16,83.0,6,62759,3970
"1ab1822a-8b0c-42bd-afe6-fb7e43d89d69",196,Comoros,Africa,0.9,1.98,0.0,97.9,8081,0,160,0,7911,0,10,0,901606,112,5635,0,177.0,0,0,8963
"efc676e5-a2c5-4d3b-9572-257b5e001d39",197,"Sierra Leone",Africa,0.09,1.63,3.15,0.0,7674,0,125,0,7549,0,0,259958,8257270,1076,66058,32,15.0,0,31482,929
"a9022093-264b-4ef7-8040-1af903412df3",198,"Antigua and Barbuda","North America",7.53,1.8,19.03,98.12,7482,0,135,0,7341,0,6,18901,99331,13,736,5,1359.0,1,190283,75324
"66685d8a-d2f8-45e9-b5b5-047535dbb566",199,Liberia,Africa,0.14,3.97,2.66,77.69,7397,0,294,0,5747,0,1356,139824,5263041,712,17902,38,56.0,2,26567,1405
"eb98badf-bb25-4255-89eb-930e5be74222",200,Chad,Africa,0.04,2.61,1.11,66.9,7286,0,190,0,4874,0,2222,191341,17239902,2366,90736,90,11.0,0,11099,423
"8ea1486d-6647-4b7c-835e-a2788a6a5b7b",201,"St. Vincent Grenadines","North America",6.05,1.57,88.25,98.38,6746,0,106,0,6637,0,3,98446,111549,17,1052,1,950.0,0,882536,60476
"f4a6f24f-8b9a-4f70-b7f0-3c1a3cbdfbff",202,"British Virgin Islands","North America",20.08,1.01,332.31,0.0,6141,0,62,0,6079,0,0,101616,30579,5,493,0,2028.0,1,3323065,200824
"85061c40-883d-44e2-9a50-c6c0b5de2a54",203,"Sao Tome and Principe",Africa,2.63,1.23,12.84,98.67,5945,0,73,0,5866,1,6,29036,226191,38,3099,8,323.0,0,128369,26283
"acee9dc8-0b7d-4eb7-9f1a-5e682db302ae",204,"Turks and Caicos","North America",14.86,0.61,1100.99,98.95,5888,0,36,0,5826,0,26,436234,39622,7,1101,0,909.0,4,11009893,148604
"6bcba3d3-d887-47d5-bdcd-7282cf91cc1e",206,"Saint Kitts and Nevis","North America",10.3,0.76,120.97,99.24,5548,0,42,0,5506,0,0,65141,53849,10,1282,1,780.0,0,1209697,103029
"399cc203-6843-4a31-b599-5fe5a0365cb6",208,"St. Barth","North America",38.07,0.16,792.08,0.0,3780,0,6,0,3774,0,0,78646,9929,3,1655,0,604.0,0,7920838,380703
"834d4b30-7863-48af-bee8-54b606081edf",210,Anguilla,"North America",17.28,0.34,337.29,99.32,2633,0,9,0,2615,0,9,51382,15234,6,1693,0,591.0,4,3372850,172837
"2223fb5d-b4b7-44f6-a006-ade92c817990",211,Vanuatu,Australia/Oceania,0.69,0.05,7.82,25.41,2204,0,1,0,560,0,1643,24976,319544,145,319544,13,3.0,2,78161,6897
"f3f7c897-e88f-426f-b804-efc3ea76a20c",212,"Saint Pierre Miquelon","North America",31.0,0.06,304.89,72.09,1781,0,1,0,1284,0,496,17516,5745,3,5745,0,174.0,1,3048912,310009
"a24e99b5-d592-437a-bbeb-eb19bdfbc803",214,Samoa,Australia/Oceania,0.55,0.0,0.0,5.88,1105,0,0,0,65,0,1040,0,200693,182,0,0,0.0,0,0,5506
"b230d5ca-c30a-4d22-814e-53ceccfb8364",215,"Diamond Princess",,0.0,1.83,0.0,98.17,712,0,13,0,699,0,0,0,0,0,0,0,0.0,0,0,0
"f2e9f8ce-c9cd-4ba0-bebe-bb0a853870c3",216,"Wallis and Futuna",Australia/Oceania,4.17,1.54,188.16,96.48,454,0,7,0,438,0,9,20508,10899,24,1557,1,642.0,0,1881641,41655
"563abe42-b4b2-4102-81a5-e65bcd3b8faa",217,Montserrat,"North America",3.5,1.14,176.03,98.29,175,0,2,0,172,0,1,8796,4997,29,2499,1,400.0,0,1760256,35021
"ec87cb7a-533c-4ed1-a2bd-7eb05549f552",218,"Falkland Islands","South America",3.26,0.0,236.17,0.0,119,0,0,0,0,0,0,8632,3655,31,0,0,0.0,0,2361696,32558
"4f5de98a-49e3-4394-9534-b4b0c800ff96",219,Macao,Asia,0.01,0.0,0.8,97.56,82,0,0,0,80,0,2,5318,664634,8105,0,125,0.0,0,8001,123
"f4fd07f5-e786-4153-bafe-7b35194a7eef",220,"Vatican City",Europe,3.61,0.0,0.0,96.55,29,0,0,0,28,0,1,0,804,28,0,0,0.0,0,0,36070
"98a06a3a-311a-445f-9caf-3b967e1ffef5",221,"Western Sahara",Africa,0.0,10.0,0.0,80.0,10,0,1,0,8,0,1,0,622709,62271,622709,0,2.0,0,0,16
"fa63e305-e10f-4b5d-a400-2edd6dcab0f4",222,"MS Zaandam",,0.0,22.22,0.0,77.78,9,0,2,0,7,0,0,0,0,0,0,0,0.0,0,0,0
"4088c3ae-7003-40cf-971a-8db0325a24a0",223,"Marshall Islands",Australia/Oceania,0.01,0.0,0.0,100.0,7,0,0,0,7,0,0,0,59880,8554,0,0,0.0,0,0,117
"eb9b3fbc-6738-4a35-a943-42a0e05ea149",227,China,Asia,0.01,3.24,11.12,77.52,143240,1254,4638,0,111035,999,27567,160000000,1439323776,10048,310333,9,3.0,53,111163,100
